1 47.105
2 56.335
3 59.146
4 60.603
5 61.909
6 62.405
7 63.550
8 64.214
9 64.737
10 65.149
11 65.867
12 66.006
13 66.177
14 66.698
15 67.326
16 67.283
17 67.664
18 68.304
19 68.469
20 69.101
21 69.374
22 69.297
23 70.006
24 69.694
25 69.761
26 70.310
27 70.746
28 70.766
29 70.807
30 70.972
31 71.401
32 71.376
33 71.977
34 72.097
35 72.230
36 72.527
37 72.629
38 72.829
39 73.040
40 73.112
41 73.029
42 73.460
43 73.316
44 73.721
45 73.820
46 74.203
47 74.311
48 74.262
49 74.450
50 74.628
51 74.726
52 75.072
53 74.810
54 75.300
55 75.403
56 75.654
57 75.586
58 75.650
59 76.049
60 76.128
61 76.256
62 76.332
63 76.480
64 76.286
65 76.585
66 76.785
67 76.905
68 76.962
69 77.029
70 77.107
71 77.374
72 77.390
73 77.444
74 77.900
75 77.693
76 77.784
77 77.955
78 78.107
79 78.120
80 78.149
