1 8.2948
2 14.1210
3 18.7583
4 23.7044
5 27.4765
6 30.8928
7 34.8360
8 37.5050
9 39.7924
10 41.9396
11 44.1803
12 45.8952
13 48.9657
14 50.0319
15 51.8582
16 52.6633
17 54.1836
18 56.1526
19 56.7643
20 58.0642
21 59.6212
22 60.9220
23 61.6171
24 62.5746
25 64.8510
26 65.2116
27 65.9034
28 66.1322
29 67.4785
30 68.3560
31 68.7339
32 69.7053
33 70.9238
34 72.6442
35 72.1389
36 72.4506
37 74.2792
38 74.7551
39 74.2904
40 74.6716
41 76.1787
42 76.4089
43 77.2560
44 78.4058
45 78.1814
46 78.5197
47 78.4752
48 79.5943
49 79.8432
50 80.1868
51 80.8761
52 81.3622
53 81.5544
54 81.7327
55 81.7957
56 82.2863
57 82.8622
58 82.8532
59 83.2326
60 83.1364
61 83.5877
62 83.3944
63 84.1641
64 84.6220
65 85.0721
66 85.0412
67 85.5741
68 85.3341
69 85.6050
70 85.7991
71 85.9879
72 86.0993
73 86.4868
74 86.5508
75 86.7915
76 86.7266
77 86.8320
78 87.1480
79 87.1390
80 87.3397
