1 10.0867
2 18.8021
3 24.9293
4 29.5317
5 33.4356
6 35.7341
7 38.6455
8 40.2107
9 42.1113
10 43.4501
11 45.5627
12 46.8047
13 48.2978
14 49.6679
15 50.5222
16 52.5378
17 53.4935
18 54.1837
19 56.0007
20 56.2917
21 57.3157
22 58.1728
23 59.5663
24 60.5372
25 61.1837
26 63.7146
27 63.4251
28 64.6816
29 65.9992
30 66.0478
31 67.8191
32 68.7155
33 67.7153
34 70.5975
35 71.4401
36 70.6448
37 72.1781
38 73.7450
39 73.9288
40 74.5395
41 75.9973
42 76.1496
43 76.6367
44 77.8569
45 77.9184
46 78.6558
47 79.8879
48 79.7638
49 80.4656
50 80.6032
51 81.4136
52 81.7486
53 81.9087
54 82.4948
55 82.8649
56 83.3529
57 83.4429
58 83.7699
59 83.9306
60 84.0421
