1 22.3826
2 33.3413
3 38.8389
4 42.3526
5 44.7777
6 47.0112
7 48.0581
8 49.4902
9 51.5415
10 51.3870
11 52.9285
12 54.2780
13 54.9879
14 55.7257
15 56.4733
16 57.4172
17 58.0693
18 58.6463
19 58.9118
20 60.1457
21 60.7019
22 60.9940
23 61.6213
24 61.6696
25 62.7734
26 62.9936
27 63.5654
28 63.8866
29 64.3718
30 64.7578
31 65.3999
32 65.5852
33 65.5972
34 66.1637
35 66.8919
36 66.7767
37 67.4753
38 67.3754
39 67.9518
40 68.2975
41 68.3698
42 68.7425
43 68.7297
44 69.3994
45 69.6130
46 69.5766
47 69.7951
48 70.1750
49 70.4873
50 70.5111
51 70.6610
52 70.9811
53 71.2966
54 70.8980
55 71.3797
56 71.3460
57 71.7013
58 71.8138
59 71.9991
60 71.6541
